PROVINCE / LGU,economic_dynamism,government,infrastructure,resiliency,if_3_clusters,if_4_clusters,if_5_clusters,if_6_clusters,if_7_clusters,if_8_clusters,if_9_clusters,if_10_clusters
Koronadal,6.7253,10.8144,6.703,15.6725,2,2,3,3,3,3,5,5
Kumalarang,4.8498,7.2569,5.1014,12.9259,1,1,2,2,2,2,2,2
La Carlota,4.1634,9.2349,6.0114,13.6393,2,2,3,3,3,3,3,3
La Castellana,4.0912,7.9528,4.8328,11.2389,1,1,2,2,2,2,2,2
La Libertad (NR),5.2597,8.5771,4.9162,12.2327,1,1,1,1,1,1,1,1
La Libertad (ZN),6.0332,6.593,5.4657,13.1197,1,1,2,2,2,5,6,6
La Paz (AA),5.7785,9.5423,5.9704,12.8672,2,2,3,3,3,3,3,3
La Paz (AS),4.3251,8.8563,4.7863,9.8426,3,3,4,5,5,6,7,7
La Paz (LE),4.542,6.5946,6.1639,12.902,1,1,2,2,2,2,2,2
La Paz (TC),2.3662,6.6266,1.1099,8.5538,3,3,4,5,5,6,7,9
La Trinidad,8.8599,10.8515,5.8911,14.159,2,2,3,3,3,3,3,3
Laak,5.4765,9.7956,7.5773,13.5586,2,2,3,3,3,3,5,5
Labangan,6.4824,8.3994,4.7714,12.683,1,1,2,2,2,5,6,6
Labason,6.7663,10.1979,6.1704,13.3648,2,2,3,3,3,3,3,3
Labo,3.3124,8.4667,4.1445,11.2128,1,1,2,4,4,4,4,4
Labrador,4.5651,9.5231,5.4517,12.7517,1,1,1,1,1,1,1,1
Lacub,4.1597,9.5267,4.8071,12.8195,1,1,1,1,1,1,1,1
Lagangilang,5.8366,9.976,4.5703,11.0033,1,1,1,1,1,1,1,1
Lagawe,5.5014,9.5873,6.3604,12.7035,2,2,3,3,3,3,3,3
Lagonglong,5.4473,8.7926,5.711,13.3013,2,2,3,3,3,3,3,3
Lagonoy,2.5707,8.8548,4.704,12.7376,1,1,1,1,1,1,1,1
Laguindingan,5.9036,9.5658,6.0988,13.8635,2,2,3,3,3,3,3,3
Lake Sebu,4.8159,9.3498,6.0771,12.236,1,1,1,1,1,1,1,1
Lakewood,5.6916,9.2809,4.7808,12.6731,1,1,1,1,1,1,1,1
Lala,4.7604,10.032,5.6156,13.3996,2,2,3,3,3,3,3,3
Lallo,3.862,8.9068,5.7136,13.2124,1,1,1,1,1,1,1,1
Lambayong,4.9436,9.6675,5.5394,13.6038,2,2,3,3,3,3,3,3
Lambunao,4.5935,9.6627,5.6184,13.3235,2,2,3,3,3,3,3,3
Lamitan,4.5415,8.9138,4.7791,11.9962,1,1,1,1,1,1,1,1
Lamut,6.4539,13.4206,7.2662,14.974,2,2,3,3,3,3,5,5
Langiden,3.9524,5.8739,4.6378,9.9569,1,1,2,2,2,2,2,2
Languyan,3.6844,8.542,3.1278,9.7069,1,1,2,4,4,4,4,4
Lantapan,4.9446,8.5761,4.4499,12.9324,1,1,1,1,1,1,1,1
Lantawan,3.0792,4.3354,4.5032,11.1983,1,1,2,2,2,2,2,2
Lanuza,4.904,8.345,3.7173,13.5521,1,1,2,4,4,4,4,4
Laoac,5.1182,10.0505,5.4191,13.4622,2,2,3,3,3,3,3,3
Laoag,5.9092,10.8505,7.8471,13.8612,2,2,3,3,3,3,5,5
Laoang,3.1939,7.3458,4.0444,12.8583,1,1,2,4,4,4,4,4
Lapinig,3.3197,7.9809,4.2868,11.7241,1,1,2,4,4,4,4,4
Lapu Lapu,5.9141,8.7885,5.1227,12.1569,1,1,2,2,2,5,6,6
Lapuyan,5.2397,9.0712,4.517,13.4377,1,1,1,1,1,1,1,1
Larena,6.2862,8.2341,7.5944,13.423400000000001,1,1,2,2,2,5,6,6
Las Navas,4.0448,7.2693,4.7268,10.8174,1,1,2,2,2,2,2,2
Las Nieves,4.6345,8.9408,5.2666,13.3278,1,1,1,1,1,1,1,1
Las Pinas,3.8473,9.7388,5.1343,13.4617,1,1,1,1,1,1,1,1
Lasam,5.7442,9.7534,4.5031,13.5181,1,1,1,1,1,1,1,1
Laua-An,4.4087,9.5151,5.5206,11.78,1,1,1,1,1,1,1,1
Laur,3.8923,5.641,5.9177,6.2531,3,3,4,5,5,6,7,7
Laurel,4.6219,8.0482,5.5047,13.4946,1,1,1,1,1,1,1,1
Lavezares,4.8263,8.5075,5.6555,13.2516,1,1,1,1,1,1,1,1
Lawaan,6.5088,5.9945,4.9601,12.1075,1,1,2,2,2,5,6,6
Lazi,5.0561,9.2427,5.5619,12.8319,2,2,3,3,3,3,3,3
Lebak,5.3147,10.1114,5.8685,13.7306,2,2,3,3,3,3,3,3
Leganes,5.8639,10.173,6.0671,13.236,2,2,3,3,3,3,3,3
Legazpi,8.6459,11.8686,11.4323,14.9775,2,4,5,6,6,7,8,8
Lemery (BS),5.4288,10.669,6.3237,12.1287,2,2,3,3,3,3,3,3
Lemery (IO),4.5569,9.3798,4.3209,12.6355,1,1,1,1,1,1,1,1
Leon,4.6068,8.516,5.2755,13.4038,1,1,1,1,1,1,1,1
Leyte,4.8289,7.8138,4.6419,13.4115,1,1,2,2,2,2,2,2
Lezo,4.6035,9.5926,5.3544,13.3925,1,1,1,1,1,1,1,1
Lian,6.1976,5.9443,5.8065,13.0559,1,1,2,2,2,5,6,6
Lianga,5.5538,7.908,4.9607,9.0802,3,3,4,5,5,6,7,7
Libacao,3.8774,6.6369,3.2469,12.7551,1,1,2,4,4,4,4,4
Libagon,5.7206,6.7417,4.2701,13.627,1,1,2,2,2,5,6,6
Libertad (AE),6.4331,10.7991,5.597,12.3152,2,2,3,3,3,3,3,3
Libertad (MO),5.6314,9.8593,5.2649,13.6305,2,2,3,3,3,3,3,3
Libjo,4.5007,8.06,5.3932,11.9536,1,1,1,1,1,1,1,1
Libmanan,3.2666,6.4884,5.3464,11.262,1,1,2,2,2,2,2,2
Libon,2.5083,8.0684,5.2453,12.7743,1,1,2,2,2,2,2,2
Libona,4.7411,8.9803,4.3557,13.401,1,1,2,4,4,4,4,4
Libungan,3.6194,8.7288,5.3179,12.2182,1,1,1,1,1,1,1,1
Licab,3.5211,9.2449,5.5614,12.7932,1,1,1,1,1,1,1,1
Licuan-Baay,4.2257,7.358,4.6148,12.7669,1,1,2,2,2,2,2,2
Lidlidda,4.3962,9.452,5.23,13.5398,1,1,1,1,1,1,1,1
Ligao,3.1842,10.2084,6.8882,14.934,2,2,3,3,3,3,3,3
Lila,5.7792,9.561,6.8382,13.0613,2,2,3,3,3,3,5,5
Liliw,6.0532,7.8545,6.5574,13.4719,1,1,2,2,2,5,6,6
Liloan (CU),6.5552,9.1342,5.8498,14.0105,2,2,3,3,3,3,3,3
Liloan (SL),5.3637,9.6757,5.502,13.0667,2,2,3,3,3,3,3,3
Liloy,8.8435,9.7902,5.8734,13.8482,2,2,3,3,3,3,3,3
Limasawa,3.915,6.5958,3.2987,13.4563,1,1,2,4,4,4,4,4
Limay,6.4965,9.4749,5.5756,13.2965,2,2,3,3,3,3,3,3
Linamon,5.2549,10.4932,7.2762,13.9525,2,2,3,3,3,3,5,5
Linapacan,3.0497,5.346,2.907,12.9375,1,1,2,4,4,4,4,4
Lingayen,5.4283,11.1306,7.3139,13.54,2,2,3,3,3,3,5,5
Lingig,4.7189,7.6862,5.0869,11.6153,1,1,1,1,1,1,1,1
Lipa,9.2866,11.0029,7.5025,12.0672,2,2,3,3,3,3,5,5
Llanera,4.81,10.0613,5.3207,13.7898,1,1,1,1,1,1,1,1
Llorente,3.7664,4.6739,4.0895,6.525,3,3,4,5,5,6,7,7
Loay,6.0929,10.0139,7.0096,11.929,2,2,3,3,3,3,3,3
Lobo,5.4654,8.502,5.4534,12.167,1,1,2,2,2,5,6,6
Loboc,5.7989,9.2792,5.9457,13.4224,2,2,3,3,3,3,3,3
Looc (OM),7.6192,9.3789,7.9087,13.8599,2,2,3,3,3,3,5,5
Looc (RN),4.662,6.9201,5.9289,13.0064,1,1,2,2,2,2,2,2
Loon,5.447,9.0023,5.6086,12.0732,1,1,2,2,2,5,6,6
Lope De Vega,3.7208,6.9255,4.7377,9.4792,3,3,4,5,5,6,7,7
Lopez,4.5764,9.8207,4.9279,9.4845,3,3,4,5,5,6,7,7
Lopez Jaena,3.6215,4.137,4.6195,12.239,1,1,2,2,2,2,2,2
Loreto (AS),4.3642,8.9472,4.6329,13.3727,1,1,1,1,1,1,1,1
Loreto (DI),4.1078,7.294,4.5797,12.6996,1,1,2,2,2,2,2,2
Los Banos,6.315,8.0205,7.2789,11.8623,2,2,3,3,3,3,3,3
Luba,4.4042,8.5575,5.1687,11.2698,1,1,1,1,1,1,1,1
Lubang,3.8977,5.3608,4.4075,11.5736,1,1,2,2,2,2,2,2
Lubao,5.6262,10.0375,5.9032,13.4021,2,2,3,3,3,3,3,3
Lubuagan,4.2481,7.125,4.9406,12.3384,1,1,2,2,2,2,2,2
Lucban,4.7199,9.6794,5.5491,13.2837,2,2,3,3,3,3,3,3
Lucena,3.2438,5.7905,3.9194,13.6189,1,1,2,4,4,4,4,4
Lugait,4.7411,9.7569,5.1349,13.365,1,1,1,1,1,1,1,1
Luisiana,4.4287,6.6524,4.682,13.2401,1,1,2,2,2,2,2,2
Lumba-Bayabao,2.5836,6.0167,0.3143,12.4889,3,3,4,5,5,6,7,9
Lumban,4.8764,7.916,5.7132,12.3514,1,1,2,2,2,5,6,6
Lumbatan,2.839,8.1349,0.8348,12.2755,1,1,2,4,4,4,4,4
Lumbayanague,3.5925,2.9407,3.3235,10.2308,1,1,2,2,2,2,2,2
Luna (AO),4.2531,9.3546,3.9222,13.1505,1,1,2,4,4,4,4,4
Luna (IA),5.5945,10.4028,6.3464,13.556,2,2,3,3,3,3,3,3
Luna (LU),6.2242,9.553,4.3911,14.0452,1,1,1,1,1,1,1,1
Lupao,4.9392,9.6429,5.5685,12.3375,1,1,1,1,1,1,1,1
Lupi,3.1017,8.3182,3.6095,12.6072,1,1,2,4,4,4,4,4
Lupon,5.0048,9.9451,5.5352,13.4664,2,2,3,3,3,3,3,3
Lutayan,4.4004,8.9391,5.0905,13.3583,1,1,1,1,1,1,1,1
Ma-Ayon,4.5166,9.2435,5.1225,12.7601,1,1,1,1,1,1,1,1
Maasim,5.2132,9.6573,6.1815,14.2173,2,2,3,3,3,3,3,3
Maasin (IO),5.3118,7.3612,5.5679,13.3789,1,1,2,2,2,5,6,6
Maasin (SL),4.4286,7.77,5.341,13.8536,1,1,1,1,1,1,1,1
Mabalacat,4.8698,10.1098,8.2031,12.3885,2,2,3,3,3,3,5,5
Mabinay,4.9053,8.2015,4.7183,12.3235,1,1,1,1,1,1,1,1
Mabini (BL),5.1145,6.4168,5.2043,9.1992,3,3,4,5,5,6,7,7
Mabini (BS),4.3696,7.2754,5.5871,13.3849,1,1,1,1,1,1,1,1
Mabini (CV),5.029,8.6283,5.3724,13.3566,1,1,1,1,1,1,1,1
Mabini (PS),4.5891,6.9035,5.1493,12.1587,1,1,2,2,2,2,2,2
Mabitac,4.8882,9.0335,6.1484,13.7524,1,1,1,1,1,1,1,1
Mabuhay,4.1691,6.5644,5.4156,13.0922,1,1,2,2,2,2,2,2
Macabebe,3.4143,9.4291,5.4406,13.4163,1,1,1,1,1,1,1,1
Macalelon,4.1143,5.0558,4.2717,12.249,1,1,2,2,2,2,2,2
Macarthur,5.8848,9.2732,5.2338,13.5716,2,2,3,3,3,3,3,3
Maco,5.8624,10.238,6.9053,13.4648,2,2,3,3,3,3,5,5
Maconacon,2.5516,8.2047,3.735,13.3603,1,1,2,4,4,4,4,4
Macrohon,3.7745,9.5512,3.5783,12.4782,1,1,2,4,4,4,4,4
Madalag,3.3289,6.4379,2.5577,12.7794,1,1,2,4,4,4,4,4
Madalum,4.1196,7.6387,3.097,11.1773,1,1,2,4,4,4,4,4
Madamba,4.1218,9.4046,2.3536,11.3757,1,1,2,4,4,4,4,4
Maddela,4.4822,9.3807,5.7678,12.9408,1,1,1,1,1,1,1,1
Madrid,5.5908,9.2872,5.5576,13.2415,2,2,3,3,3,3,3,3
Madridejos,6.0877,9.4631,5.4785,12.9735,2,2,3,3,3,3,3,3
Magalang,4.3846,8.1913,5.866,13.2256,1,1,1,1,1,1,1,1
Magallanes (AN),7.4062,7.8685,5.6783,12.2525,1,1,2,2,2,5,6,6
Magallanes (CE),3.9865,11.2646,4.5581,12.2761,1,1,1,1,1,1,1,1
Magallanes (SO),3.3561,8.8256,3.7817,11.5706,1,1,2,4,4,4,4,4
Magarao,1.783,6.4649,3.0498,12.6237,1,1,2,4,4,4,4,4
Magdalena,4.7964,8.1174,5.8136,13.4378,1,1,1,1,1,1,1,1
Magdiwang,5.0666,6.3886,1.6212,12.9291,1,1,2,4,4,4,4,4
Magpet,3.4168,9.3,5.2521,13.3587,1,1,1,1,1,1,1,1
Magsaysay (DS),6.1657,11.6203,7.0361,14.7443,2,2,3,3,3,3,5,5
Magsaysay (LN),4.299,10.2192,6.73,13.1532,2,2,3,3,3,3,3,3
Magsaysay (MO),4.4628,9.7445,5.0769,13.3846,1,1,1,1,1,1,1,1
Magsaysay (OM),3.6824,6.7534,4.2405,13.5355,1,1,2,4,4,4,4,4
Magsaysay (PN),5.509,6.0469,5.349,11.6214,1,1,2,2,2,5,6,6
Magsingal,6.1598,9.6959,5.9407,14.06,2,2,3,3,3,3,3,3
Maguing,3.4298,6.259,2.3817,6.5032,3,3,4,5,5,6,7,7
Mahaplag,5.2683,9.0703,4.6348,13.4724,1,1,1,1,1,1,1,1
Mahatao,2.1799,6.4564,5.9128,11.9794,1,1,2,2,2,2,2,2
Mahayag,5.9981,8.0636,6.0475,12.7118,1,1,2,2,2,5,6,6
Mahinog,7.2415,12.122,7.6898,15.286,2,2,3,3,3,3,5,5
Maigo,4.3402,8.9739,5.4732,13.4486,1,1,1,1,1,1,1,1
Mainit,4.8659,9.8196,5.9688,13.3337,2,2,3,3,3,3,3,3
Maitum,4.3821,9.1502,5.6493,13.7815,2,2,3,3,3,3,3,3
Majayjay,3.8066,8.5704,3.6897,9.4948,1,1,2,4,4,4,4,4
Makati,9.8496,12.0829,9.4636,15.3189,2,4,5,6,6,7,8,8
Makato,4.1478,9.4333,5.1266,12.1115,1,1,1,1,1,1,1,1
Makilala,4.792,9.5625,5.9605,13.6223,2,2,3,3,3,3,3,3
Malabang,3.7211,5.2882,0.5066,11.5408,3,3,4,5,5,6,7,9
Malabon,3.4119,9.1112,5.3166,13.965,1,1,1,1,1,1,1,1
Malabuyoc,5.6275,6.3387,5.9671,13.4691,1,1,2,2,2,5,6,6
Malalag,4.7967,9.4192,5.5468,13.4488,2,2,3,3,3,3,3,3
Malangas,4.5802,6.9007,4.769,12.6634,1,1,2,2,2,2,2,2
Malapatan,4.3958,9.1206,5.7185,14.1085,2,2,3,3,3,3,3,3
Malasiqui,5.5752,10.6733,5.7074,13.4761,2,2,3,3,3,3,3,3
Malay,6.0464,9.6855,9.5801,13.0477,2,2,3,3,3,3,5,5
Malaybalay,6.3428,9.5005,5.5018,12.9557,2,2,3,3,3,3,3,3
Malibcong,4.4844,9.1251,4.5382,13.6052,1,1,1,1,1,1,1,1
Malilipot,2.7099,5.8016,1.9706,12.2853,1,1,2,4,4,4,4,4
Malimono,6.0081,10.2261,6.8133,13.353,2,2,3,3,3,3,5,5
Malinao (AK),4.8191,8.9612,5.3736,13.3861,1,1,1,1,1,1,1,1
Malinao (AY),2.7274,9.5669,4.9093,13.0843,1,1,1,1,1,1,1,1
Malita,6.5372,10.2506,5.8705,13.2969,2,2,3,3,3,3,3,3
Malitbog (BK),4.3212,6.9877,4.5805,12.6546,1,1,2,2,2,2,2,2
Malitbog (SL),4.3924,6.837,3.5397,12.2512,1,1,2,4,4,4,4,4
Mallig,3.3545,10.225,4.6596,13.4572,1,1,1,1,1,1,1,1
Malolos,7.005,10.0308,7.7326,13.613,2,2,3,3,3,3,5,5
Malungon,4.8118,10.0472,6.4787,14.8125,2,2,3,3,3,3,3,3
Maluso,5.8467,7.5982,4.7384,14.1342,1,1,2,2,2,5,6,6
Malvar,5.1439,6.8556,5.7393,13.4461,1,1,2,2,2,5,6,6
Mamasapano,3.4365,9.601,5.3392,11.8225,1,1,1,1,1,1,1,1
Mambajao,9.506,12.1896,7.2553,14.246,2,2,3,3,3,3,5,5
Mamburao,3.5595,6.7298,5.5202,12.7866,1,1,2,2,2,2,2,2
Mambusao,6.3313,6.7748,5.3113,11.9998,1,1,2,2,2,5,6,6
Manabo,5.5634,9.3521,5.9779,12.805,2,2,3,3,3,3,3,3
Manaoag,5.0538,9.3742,5.5406,13.4767,2,2,3,3,3,3,3,3
Manapla,3.6572,6.8903,4.9472,12.089,1,1,2,2,2,2,2,2
Manay,4.571,9.858,5.3459,12.1587,1,1,1,1,1,1,1,1
Mandaluyong,4.2886,9.5795,6.0476,13.6712,2,2,3,3,3,3,3,3
Mandaon,4.9232,7.3346,3.6913,13.503,1,1,2,4,4,4,4,4
Mandaue,9.657,7.8819,6.8151,14.1529,2,2,3,3,3,3,3,3
Mangaldan,6.1242,10.5603,5.9105,13.5759,2,2,3,3,3,3,3,3
Mangatarem,5.0083,10.8507,5.4599,12.9604,2,2,3,3,3,3,3,3
Mangudadatu,3.6751,5.6871,4.8176,10.3839,1,1,2,2,2,2,2,2
Manila,8.8802,18.6228,15.553,15.7704,2,4,5,6,6,7,8,8
Manito,3.6596,8.7022,5.1631,11.2974,1,1,1,1,1,1,1,1
Manjuyod,4.5628,3.9447,5.045,13.2143,1,1,2,2,2,2,2,2
Mankayan,4.8121,7.3683,4.7454,12.6311,1,1,2,2,2,2,2,2
Manolo Fortich,7.2487,9.8101,6.215,12.4777,2,2,3,3,3,3,3,3
Mansalay,4.0085,6.4757,5.1102,11.0506,1,1,2,2,2,2,2,2
Manticao,5.0551,8.9406,6.1116,12.1766,1,1,1,1,1,1,1,1
Manukan,5.5924,8.9573,5.5624,13.3523,2,2,3,3,3,3,3,3
Mapanas,3.3121,9.9855,2.2238,10.2739,1,1,2,4,4,4,4,4
Mapandan,4.8815,6.6433,5.6399,12.8254,1,1,2,2,2,2,2,2
Mapun,3.7723,5.7788,4.2198,11.5014,1,1,2,2,2,2,2,2
Marabut,4.1767,9.7078,5.8447,9.3096,3,3,4,5,5,6,7,7
Maragondon,5.6701,7.1829,6.0761,12.1154,1,1,2,2,2,5,6,6
Maragusan,6.0362,9.5998,6.8548,13.4216,2,2,3,3,3,3,5,5
Maramag,5.9183,10.643,6.4337,12.236,2,2,3,3,3,3,3,3
Marantao,2.5553,7.8669,2.6055,13.3395,1,1,2,4,4,4,4,4
Marawi,3.9272,8.6826,5.5791,12.7106,1,1,1,1,1,1,1,1
Marcos,4.5541,9.2298,5.3956,12.9431,1,1,1,1,1,1,1,1
Margosatubig,5.13,9.583,5.5761,12.6454,2,2,3,3,3,3,3,3
Maria,5.8288,8.0567,5.8441,13.2473,1,1,2,2,2,5,6,6
Maria Aurora,4.2847,9.3386,4.7445,12.9862,1,1,1,1,1,1,1,1
Maribojoc,5.9456,9.9744,5.6016,13.423,2,2,3,3,3,3,3,3
Marihatag,5.3257,8.9581,4.1899,13.4356,1,1,1,1,1,1,1,1
Marikina,4.4664,8.4513,5.5964,12.0295,1,1,1,1,1,1,1,1
Marilao,8.6214,9.5329,7.4598,13.2178,2,2,3,3,3,3,3,3
Maripipi,5.1486,8.3227,5.0121,12.432,1,1,1,1,1,1,1,1
Mariveles,5.346,10.4067,6.7982,12.1409,2,2,3,3,3,3,3,3
Marogong,2.5041,1.9535,0.1828,8.1327,3,3,4,5,5,6,7,9
Masantol,3.5821,9.2057,5.329,13.565,1,1,1,1,1,1,1,1
Masbate,4.4381,9.4973,6.5135,13.3,2,2,3,3,3,3,3,3
Masinloc,4.0724,9.3778,5.4305,13.3791,1,1,1,1,1,1,1,1
Masiu,5.1233,8.5864,2.9714,12.6222,1,1,2,4,4,4,4,4
Maslog,3.8935,5.6366,4.4067,12.298,1,1,2,2,2,2,2,2
Mataasnakahoy,6.0599,9.7327,6.1488,12.8603,2,2,3,3,3,3,3,3
Matag-Ob,5.3795,6.1886,3.6979,13.3076,1,1,2,2,2,2,2,2
Matalam,3.5305,10.2418,5.985,12.4646,1,1,1,1,1,1,1,1
Matalom,5.5045,7.1519,5.167,12.5868,1,1,2,2,2,5,6,6
Matanao,4.5847,9.3401,5.1723,11.9001,1,1,1,1,1,1,1,1
Matanog,3.6122,8.6472,5.1379,13.1808,1,1,1,1,1,1,1,1
Mati,4.8128,10.5059,7.4048,13.3943,2,2,3,3,3,3,5,5
Matnog,4.1776,6.3691,5.1324,11.2957,1,1,2,2,2,2,2,2
Matuguinao,3.6869,7.0363,4.9313,11.6409,1,1,2,2,2,2,2,2
Matungao,3.7617,9.3375,5.5307,14.2177,1,1,1,1,1,1,1,1
Mauban,4.6849,10.3252,5.2517,13.3786,1,1,1,1,1,1,1,1
Mawab,6.4855,10.3603,6.2097,13.614,2,2,3,3,3,3,3,3
Mayantoc,3.5021,9.2228,5.2219,13.5052,1,1,1,1,1,1,1,1
Maydolong,3.8924,6.8954,5.5048,10.5028,1,1,2,2,2,2,2,2
Mayorga,3.1655,8.8327,2.6338,10.7412,1,1,2,4,4,4,4,4
Mayoyao,3.9733,6.6928,4.7057,13.4786,1,1,2,2,2,2,2,2
Medellin,5.2124,8.4895,5.303,13.1766,1,1,1,1,1,1,1,1
Medina,6.8243,10.6773,6.0531,13.5542,2,2,3,3,3,3,3,3
Mendez,7.8749,9.7126,8.3548,13.1426,2,2,3,3,3,3,5,5
Mercedes,3.1081,8.9791,4.6861,15.7185,1,1,1,1,1,1,1,1
Mercedes (ES),4.6257,2.5223,1.1907,5.8483,3,3,4,5,7,8,9,10
Merida,6.0328,8.2331,5.1869,11.9523,1,1,2,2,2,5,6,6
Mexico,6.8072,9.8792,5.5641,12.1968,2,2,3,3,3,3,3,3
Meycauayan,6.1847,10.3154,6.9931,13.9006,2,2,3,3,3,3,5,5
Miag-ao,4.7326,8.9711,5.9349,13.4656,1,1,1,1,1,1,1,1
Midsalip,5.3543,7.8843,5.0389,13.3477,1,1,2,2,2,5,6,6
Midsayap,5.8484,11.6678,7.7011,14.0377,2,2,3,3,3,3,5,5
Milagros,4.1018,4.2231,3.4674,10.8267,1,1,2,2,2,2,2,2
Milaor,3.0047,6.9647,3.5573,12.2397,1,1,2,4,4,4,4,4
Mina,6.9175,11.3094,6.2454,13.9228,2,2,3,3,3,3,3,3
Minalabac,3.4289,8.7508,4.0793,9.4132,1,1,2,4,4,4,4,4
Minalin,5.0253,8.4529,5.4053,13.5425,1,1,1,1,1,1,1,1
Minglanilla,6.7442,5.7369,6.306,11.2953,1,1,2,2,2,5,6,6
Mlang,4.7498,10.396,6.5693,13.5166,2,2,3,3,3,3,3,3
Moalboal,7.9207,9.5383,5.1302,14.6895,2,2,3,3,3,3,3,3
Mobo,3.6324,7.4924,4.3068,13.3662,1,1,2,4,4,4,4,4
Mogpog,5.3822,9.3154,6.3842,12.9277,2,2,3,3,3,3,3,3
Moises Padilla,4.0829,7.7538,4.1929,13.1779,1,1,2,4,4,4,4,4
Molave,5.613,9.021,5.5274,12.3429,1,1,2,2,2,5,6,6
Moncada,2.7806,9.2175,4.7207,12.8613,1,1,1,1,1,1,1,1
Mondragon,3.6201,7.0108,4.6191,11.5857,1,1,2,2,2,2,2,2
Monkayo,5.7787,9.7139,6.5353,13.8077,2,2,3,3,3,3,5,5
Monreal,4.2227,6.3749,3.5751,7.4121,3,3,4,5,5,6,7,7
Montevista,7.2629,10.9072,6.234,13.9643,2,2,3,3,3,3,3,3
Morong (BN),4.043,6.8701,5.688,12.4072,1,1,2,2,2,2,2,2
Morong (RL),5.2698,9.7931,6.2203,13.5135,2,2,3,3,3,3,3,3
Motiong,3.6295,9.4602,4.3843,13.3629,1,1,2,4,4,4,4,4
Mulanay,4.3809,9.5827,4.9846,13.3336,1,1,1,1,1,1,1,1
Mulondo,2.7827,4.4596,5.0931,10.0137,1,1,2,2,2,2,2,2
Munai,4.0285,8.1794,4.6335,12.7552,1,1,1,1,1,1,1,1
Muntinlupa,5.5238,12.1172,9.6778,20.6845,2,4,5,6,6,7,8,8
Murcia,3.8707,6.4521,5.1407,12.0455,1,1,2,2,2,2,2,2
Mutia,6.0547,8.8657,6.791,13.772,2,2,3,3,3,3,5,5
Naawan,5.0089,9.368,5.9089,12.1401,1,1,1,1,1,1,1,1
Nabas,6.7045,9.9993,5.1854,13.0406,2,2,3,3,3,3,3,3
Nabua,2.6394,7.3146,5.4834,12.3934,1,1,2,2,2,2,2,2
Nabunturan,6.0349,10.4058,7.6117,12.9145,2,2,3,3,3,3,5,5
Naga (CS),10.7782,13.1018,13.3748,15.7672,2,4,5,6,6,7,8,8
Naga (CU),4.9118,8.3688,6.1073,12.8684,1,1,2,2,2,5,6,6
Naga (ZS),5.2035,8.8673,4.5438,12.6309,1,1,1,1,1,1,1,1
Nagbukel,4.8029,9.8769,5.3787,14.3788,1,1,1,1,1,1,1,1
Nagcarlan,5.1595,9.0294,5.3087,13.4144,2,2,3,3,3,3,3,3
Nagtipunan,4.017,9.2445,5.3748,13.4166,1,1,1,1,1,1,1,1
Naguilian (IA),4.0053,9.2363,4.6681,13.3735,1,1,1,1,1,1,1,1
Naguilian (LU),5.2025,10.1959,5.186,14.0258,1,1,1,1,1,1,1,1
Naic,5.732,9.1577,6.2861,13.5025,2,2,3,3,3,3,3,3
Nampicuan,4.8661,9.8765,5.4845,13.4309,2,2,3,3,3,3,3,3
Narra,5.5298,9.1872,5.7934,13.4771,2,2,3,3,3,3,3,3
Narvacan,4.4856,9.3921,5.5769,13.3796,1,1,1,1,1,1,1,1
Nasipit,7.023,9.7969,6.2377,13.7325,2,2,3,3,3,3,5,5
Nasugbu,5.3286,4.3444,5.8911,11.8993,1,1,2,2,2,2,2,2
Natividad,4.8123,9.7168,5.2408,14.1207,1,1,1,1,1,1,1,1
Natonin,4.4001,5.4029,5.0357,10.985900000000001,1,1,2,2,2,2,2,2
Naujan,4.6427,9.293,5.7459,13.7516,2,2,3,3,3,3,3,3
Naval,5.4886,8.8479,5.7841,11.5097,1,1,1,1,1,1,1,1
Navotas,3.2351,8.2709,4.9717,14.5174,1,1,1,1,1,1,1,1
New Bataan,6.4737,9.5727,5.0624,12.0681,2,2,3,3,3,3,3,3
New Corella,5.1988,8.2594,5.0227,13.3056,1,1,2,2,2,5,6,6
New Lucena,5.0181,9.4061,5.2698,12.7464,2,2,3,3,3,3,3,3
New Washington,5.7069,10.2667,6.588,13.4591,2,2,3,3,3,3,3,3
Norala,6.2846,10.3785,6.5936,14.0197,2,2,3,3,3,3,5,5
Northern Kabuntalan,2.9723,8.316,2.815,11.5896,1,1,2,4,4,4,4,4
Norzagaray,5.5293,9.9386,5.9844,13.4488,2,2,3,3,3,3,3,3
Noveleta,7.0645,9.3858,6.6001,13.6297,2,2,3,3,3,3,5,5
Nueva Era,3.9509,8.9131,5.5606,13.6814,1,1,1,1,1,1,1,1
Nueva Valencia,5.3471,8.5374,6.1053,12.195,1,1,1,1,1,1,1,1
Numancia,6.2398,10.1278,5.763,11.1768,2,2,3,3,3,3,3,3
Nunungan,3.0643,6.9892,3.9162,12.5383,1,1,2,4,4,4,4,4
Oas,2.3901,5.9404,4.9218,13.0645,1,1,2,2,2,2,2,2
Obando,4.9245,6.505,5.3509,12.128,1,1,2,2,2,2,2,2
Ocampo,1.8888,4.7708,4.624,11.6833,1,1,2,2,2,2,2,2
Odiongan,5.4269,10.9705,6.8075,13.4943,2,2,3,3,3,3,5,5
Olongapo,2.0845,9.2052,4.8647,13.4135,1,1,1,1,1,1,1,1
Olutanga,4.7246,6.9257,4.6795,11.3168,1,1,2,2,2,2,2,2
Omar,5.3561,6.2575,2.7139,13.0416,1,1,2,4,4,4,4,4
