"","PLAYER","TEAM","POSITION","center","forward","guard","GP","MIN","2FGM","2FG%","3PM","3P%","FTM","FT%","%midrange","%3points","%inthepaint","DFGM","DIFF%","DEFLECTIONS","CONTESTED SHOTS","LOOSE BALLS RECOVERED","STL","AST","BLK","OREB","DREB","PCs","score"
"334","Dion Waiters","MIA","G",FALSE,FALSE,TRUE,44,25.9,2,46.8,2.5,37.7,0.5,50,6.8,62,26.9,4,-0.7,1,5.7,0.8,0.7,2.8,0.2,0.2,2.5,"shooting2",-1.08826098376101
"335","Dion Waiters","MIA","G",FALSE,FALSE,TRUE,44,25.9,2,46.8,2.5,37.7,0.5,50,6.8,62,26.9,4,-0.7,1,5.7,0.8,0.7,2.8,0.2,0.2,2.5,"others1",0.630836271102867
"336","Dion Waiters","MIA","G",FALSE,FALSE,TRUE,44,25.9,2,46.8,2.5,37.7,0.5,50,6.8,62,26.9,4,-0.7,1,5.7,0.8,0.7,2.8,0.2,0.2,2.5,"others2",0.519606007445051
"337","Dirk Nowitzki","DAL","F",FALSE,TRUE,FALSE,51,15.6,1.4,41.5,1.3,31.2,0.8,78,29.5,51.5,8.6,4.1,2.1,0.4,4.3,0.2,0.2,0.7,0.4,0.1,3,"shooting1",2.54042278164631
"338","Dirk Nowitzki","DAL","F",FALSE,TRUE,FALSE,51,15.6,1.4,41.5,1.3,31.2,0.8,78,29.5,51.5,8.6,4.1,2.1,0.4,4.3,0.2,0.2,0.7,0.4,0.1,3,"shooting2",-0.324953096657194
"339","Dirk Nowitzki","DAL","F",FALSE,TRUE,FALSE,51,15.6,1.4,41.5,1.3,31.2,0.8,78,29.5,51.5,8.6,4.1,2.1,0.4,4.3,0.2,0.2,0.7,0.4,0.1,3,"others1",2.17372428753798
"340","Dirk Nowitzki","DAL","F",FALSE,TRUE,FALSE,51,15.6,1.4,41.5,1.3,31.2,0.8,78,29.5,51.5,8.6,4.1,2.1,0.4,4.3,0.2,0.2,0.7,0.4,0.1,3,"others2",-1.04355919985427
"341","Domantas Sabonis","IND","F",FALSE,TRUE,FALSE,74,24.8,5.5,59,0.1,52.9,2.8,71.5,9.4,2.6,68.1,5.2,-1.9,1,7.8,1,0.6,2.9,0.4,2.5,6.8,"shooting1",-1.94193021358682
"342","Domantas Sabonis","IND","F",FALSE,TRUE,FALSE,74,24.8,5.5,59,0.1,52.9,2.8,71.5,9.4,2.6,68.1,5.2,-1.9,1,7.8,1,0.6,2.9,0.4,2.5,6.8,"shooting2",1.7118400525411
"343","Domantas Sabonis","IND","F",FALSE,TRUE,FALSE,74,24.8,5.5,59,0.1,52.9,2.8,71.5,9.4,2.6,68.1,5.2,-1.9,1,7.8,1,0.6,2.9,0.4,2.5,6.8,"others1",-2.07442054821714
"344","Domantas Sabonis","IND","F",FALSE,TRUE,FALSE,74,24.8,5.5,59,0.1,52.9,2.8,71.5,9.4,2.6,68.1,5.2,-1.9,1,7.8,1,0.6,2.9,0.4,2.5,6.8,"others2",-1.46236113457054
"345","Donovan Mitchell","UTA","G",FALSE,FALSE,TRUE,77,33.7,6,46.8,2.4,35.8,4.1,80.6,9.2,30.8,42.5,4.2,-0.5,2.3,5.5,1.4,1.4,4.2,0.4,0.8,3.3,"shooting1",0.551600704955175
"346","Donovan Mitchell","UTA","G",FALSE,FALSE,TRUE,77,33.7,6,46.8,2.4,35.8,4.1,80.6,9.2,30.8,42.5,4.2,-0.5,2.3,5.5,1.4,1.4,4.2,0.4,0.8,3.3,"shooting2",2.89272806591405
"347","Donovan Mitchell","UTA","G",FALSE,FALSE,TRUE,77,33.7,6,46.8,2.4,35.8,4.1,80.6,9.2,30.8,42.5,4.2,-0.5,2.3,5.5,1.4,1.4,4.2,0.4,0.8,3.3,"others1",-1.8671584855624
"348","Donovan Mitchell","UTA","G",FALSE,FALSE,TRUE,77,33.7,6,46.8,2.4,35.8,4.1,80.6,9.2,30.8,42.5,4.2,-0.5,2.3,5.5,1.4,1.4,4.2,0.4,0.8,3.3,"others2",2.13385947393139
"349","Donte DiVincenzo","MIL","G",FALSE,FALSE,TRUE,27,15.2,1,68.3,0.8,26.5,0.3,75,1.5,50.4,41.2,2.2,-4.5,0.8,4.3,0.7,0.5,1.1,0.2,0.6,1.8,"shooting1",-0.428225186083718
"350","Donte DiVincenzo","MIL","G",FALSE,FALSE,TRUE,27,15.2,1,68.3,0.8,26.5,0.3,75,1.5,50.4,41.2,2.2,-4.5,0.8,4.3,0.7,0.5,1.1,0.2,0.6,1.8,"shooting2",-1.35547793776003
"351","Donte DiVincenzo","MIL","G",FALSE,FALSE,TRUE,27,15.2,1,68.3,0.8,26.5,0.3,75,1.5,50.4,41.2,2.2,-4.5,0.8,4.3,0.7,0.5,1.1,0.2,0.6,1.8,"others1",1.77098469925724
"352","Donte DiVincenzo","MIL","G",FALSE,FALSE,TRUE,27,15.2,1,68.3,0.8,26.5,0.3,75,1.5,50.4,41.2,2.2,-4.5,0.8,4.3,0.7,0.5,1.1,0.2,0.6,1.8,"others2",-0.37471304409115
"353","Dorian Finney-Smith","DAL","F",FALSE,TRUE,FALSE,81,24.5,1.8,54.4,1,31.1,0.9,70.9,3,39,46.1,4.4,-2.5,1.4,7.5,0.8,0.9,1.2,0.4,1.7,3.1,"shooting1",-0.212661026400399
"354","Dorian Finney-Smith","DAL","F",FALSE,TRUE,FALSE,81,24.5,1.8,54.4,1,31.1,0.9,70.9,3,39,46.1,4.4,-2.5,1.4,7.5,0.8,0.9,1.2,0.4,1.7,3.1,"shooting2",-0.895254299647275
"355","Dorian Finney-Smith","DAL","F",FALSE,TRUE,FALSE,81,24.5,1.8,54.4,1,31.1,0.9,70.9,3,39,46.1,4.4,-2.5,1.4,7.5,0.8,0.9,1.2,0.4,1.7,3.1,"others1",-0.766180557485906
"356","Dorian Finney-Smith","DAL","F",FALSE,TRUE,FALSE,81,24.5,1.8,54.4,1,31.1,0.9,70.9,3,39,46.1,4.4,-2.5,1.4,7.5,0.8,0.9,1.2,0.4,1.7,3.1,"others2",-0.77122861602502
"357","Doug McDermott","IND","F",FALSE,TRUE,FALSE,77,17.4,1.6,56.7,1.1,40.8,0.9,83.5,8.9,44.7,34.8,2.5,0,0.3,3.7,0.3,0.2,0.9,0.1,0.2,1.2,"shooting1",0.98823838935333
"358","Doug McDermott","IND","F",FALSE,TRUE,FALSE,77,17.4,1.6,56.7,1.1,40.8,0.9,83.5,8.9,44.7,34.8,2.5,0,0.3,3.7,0.3,0.2,0.9,0.1,0.2,1.2,"shooting2",-0.28084686946917
"359","Doug McDermott","IND","F",FALSE,TRUE,FALSE,77,17.4,1.6,56.7,1.1,40.8,0.9,83.5,8.9,44.7,34.8,2.5,0,0.3,3.7,0.3,0.2,0.9,0.1,0.2,1.2,"others1",3.12337883331733
"360","Doug McDermott","IND","F",FALSE,TRUE,FALSE,77,17.4,1.6,56.7,1.1,40.8,0.9,83.5,8.9,44.7,34.8,2.5,0,0.3,3.7,0.3,0.2,0.9,0.1,0.2,1.2,"others2",-0.568836435437295
"361","Dragan Bender","PHX","F",FALSE,TRUE,FALSE,46,18,1.4,68.8,0.5,21.8,0.7,59.3,0,28.7,57.4,5.1,-3.2,0.6,9.6,0.4,0.4,1.2,0.5,0.7,3.2,"shooting1",-2.2297195544871
"362","Dragan Bender","PHX","F",FALSE,TRUE,FALSE,46,18,1.4,68.8,0.5,21.8,0.7,59.3,0,28.7,57.4,5.1,-3.2,0.6,9.6,0.4,0.4,1.2,0.5,0.7,3.2,"shooting2",-1.48566277682615
"363","Dragan Bender","PHX","F",FALSE,TRUE,FALSE,46,18,1.4,68.8,0.5,21.8,0.7,59.3,0,28.7,57.4,5.1,-3.2,0.6,9.6,0.4,0.4,1.2,0.5,0.7,3.2,"others1",0.190529837569031
"364","Dragan Bender","PHX","F",FALSE,TRUE,FALSE,46,18,1.4,68.8,0.5,21.8,0.7,59.3,0,28.7,57.4,5.1,-3.2,0.6,9.6,0.4,0.4,1.2,0.5,0.7,3.2,"others2",-1.92268235433876
"365","Draymond Green","GSW","F",FALSE,TRUE,FALSE,66,31.3,2.1,54.2,0.7,27.7,1,69.2,4.9,29,53.1,6.3,-3.9,3.2,11.6,1.1,1.4,6.9,1.1,0.9,6.4,"shooting1",-0.99785312897234
"366","Draymond Green","GSW","F",FALSE,TRUE,FALSE,66,31.3,2.1,54.2,0.7,27.7,1,69.2,4.9,29,53.1,6.3,-3.9,3.2,11.6,1.1,1.4,6.9,1.1,0.9,6.4,"shooting2",-0.824023820116583
"367","Draymond Green","GSW","F",FALSE,TRUE,FALSE,66,31.3,2.1,54.2,0.7,27.7,1,69.2,4.9,29,53.1,6.3,-3.9,3.2,11.6,1.1,1.4,6.9,1.1,0.9,6.4,"others1",-5.03989542213669
"368","Draymond Green","GSW","F",FALSE,TRUE,FALSE,66,31.3,2.1,54.2,0.7,27.7,1,69.2,4.9,29,53.1,6.3,-3.9,3.2,11.6,1.1,1.4,6.9,1.1,0.9,6.4,"others2",0.958242180672652
"369","Duncan Robinson","MIA","F",FALSE,TRUE,FALSE,15,10.7,0.5,72.7,0.7,28.6,0.3,66.7,8,60,24,2.5,4.5,0.7,2.6,0.3,0.3,0.3,0,0.1,1.1,"shooting1",0.210617756197861
"370","Duncan Robinson","MIA","F",FALSE,TRUE,FALSE,15,10.7,0.5,72.7,0.7,28.6,0.3,66.7,8,60,24,2.5,4.5,0.7,2.6,0.3,0.3,0.3,0,0.1,1.1,"shooting2",-1.56765541574971
"371","Duncan Robinson","MIA","F",FALSE,TRUE,FALSE,15,10.7,0.5,72.7,0.7,28.6,0.3,66.7,8,60,24,2.5,4.5,0.7,2.6,0.3,0.3,0.3,0,0.1,1.1,"others1",3.33736305358954
"372","Duncan Robinson","MIA","F",FALSE,TRUE,FALSE,15,10.7,0.5,72.7,0.7,28.6,0.3,66.7,8,60,24,2.5,4.5,0.7,2.6,0.3,0.3,0.3,0,0.1,1.1,"others2",0.184297968245569
"373","Dusty Hannahs","MEM","G",FALSE,FALSE,TRUE,2,13,1.5,42.9,0,0,1,100,0,0,75,1.5,-16.8,0,1.5,0,0.5,2.5,0,0,0.5,"shooting1",-2.84428804201899
"374","Dusty Hannahs","MEM","G",FALSE,FALSE,TRUE,2,13,1.5,42.9,0,0,1,100,0,0,75,1.5,-16.8,0,1.5,0,0.5,2.5,0,0,0.5,"shooting2",-0.971904925360458
"375","Dusty Hannahs","MEM","G",FALSE,FALSE,TRUE,2,13,1.5,42.9,0,0,1,100,0,0,75,1.5,-16.8,0,1.5,0,0.5,2.5,0,0,0.5,"others1",3.54991292194286
"376","Dusty Hannahs","MEM","G",FALSE,FALSE,TRUE,2,13,1.5,42.9,0,0,1,100,0,0,75,1.5,-16.8,0,1.5,0,0.5,2.5,0,0,0.5,"others2",-0.95307530517564
"377","Dwyane Wade","MIA","G",FALSE,FALSE,TRUE,72,26.2,4.6,47.3,1.2,33.1,2.3,70.8,14,23.8,46.9,3.8,-0.3,1.6,4.7,1.1,0.8,4.2,0.5,1,3,"shooting1",-0.357263018232115
"378","Dwyane Wade","MIA","G",FALSE,FALSE,TRUE,72,26.2,4.6,47.3,1.2,33.1,2.3,70.8,14,23.8,46.9,3.8,-0.3,1.6,4.7,1.1,0.8,4.2,0.5,1,3,"shooting2",1.07102899014134
"379","Dwyane Wade","MIA","G",FALSE,FALSE,TRUE,72,26.2,4.6,47.3,1.2,33.1,2.3,70.8,14,23.8,46.9,3.8,-0.3,1.6,4.7,1.1,0.8,4.2,0.5,1,3,"others1",-0.642721084666272
"380","Dwyane Wade","MIA","G",FALSE,FALSE,TRUE,72,26.2,4.6,47.3,1.2,33.1,2.3,70.8,14,23.8,46.9,3.8,-0.3,1.6,4.7,1.1,0.8,4.2,0.5,1,3,"others2",0.950586275451424
"381","E'Twaun Moore","NOP","G",FALSE,FALSE,TRUE,53,27.6,3.4,50.6,1.4,43.2,0.8,76.3,8.2,36,48.7,3.9,3.6,1.3,5.2,1,0.8,1.9,0.2,0.7,1.7,"shooting1",0.47736881057964
"382","E'Twaun Moore","NOP","G",FALSE,FALSE,TRUE,53,27.6,3.4,50.6,1.4,43.2,0.8,76.3,8.2,36,48.7,3.9,3.6,1.3,5.2,1,0.8,1.9,0.2,0.7,1.7,"shooting2",0.174066176449766
"383","E'Twaun Moore","NOP","G",FALSE,FALSE,TRUE,53,27.6,3.4,50.6,1.4,43.2,0.8,76.3,8.2,36,48.7,3.9,3.6,1.3,5.2,1,0.8,1.9,0.2,0.7,1.7,"others1",0.510145968632617
"384","E'Twaun Moore","NOP","G",FALSE,FALSE,TRUE,53,27.6,3.4,50.6,1.4,43.2,0.8,76.3,8.2,36,48.7,3.9,3.6,1.3,5.2,1,0.8,1.9,0.2,0.7,1.7,"others2",0.924344885163033
"385","Ed Davis","BKN","C",TRUE,FALSE,FALSE,81,17.9,2.3,62,0,0,1.2,61.7,0,0,78.8,4.6,-1.6,0.6,6,0.8,0.4,0.8,0.4,2.7,5.9,"shooting1",-4.5473238598751
"386","Ed Davis","BKN","C",TRUE,FALSE,FALSE,81,17.9,2.3,62,0,0,1.2,61.7,0,0,78.8,4.6,-1.6,0.6,6,0.8,0.4,0.8,0.4,2.7,5.9,"shooting2",-1.28680004122909
"387","Ed Davis","BKN","C",TRUE,FALSE,FALSE,81,17.9,2.3,62,0,0,1.2,61.7,0,0,78.8,4.6,-1.6,0.6,6,0.8,0.4,0.8,0.4,2.7,5.9,"others1",-0.741789159179205
"388","Ed Davis","BKN","C",TRUE,FALSE,FALSE,81,17.9,2.3,62,0,0,1.2,61.7,0,0,78.8,4.6,-1.6,0.6,6,0.8,0.4,0.8,0.4,2.7,5.9,"others2",-2.25110169152705
"389","Elfrid Payton","NOP","G",FALSE,FALSE,TRUE,42,29.8,3.5,47.6,0.8,31.7,1.3,74.3,2.2,22.2,63.2,5.7,2,2,6.3,1.2,1,7.6,0.4,1.2,4.1,"shooting1",-1.1254241574202
"390","Elfrid Payton","NOP","G",FALSE,FALSE,TRUE,42,29.8,3.5,47.6,0.8,31.7,1.3,74.3,2.2,22.2,63.2,5.7,2,2,6.3,1.2,1,7.6,0.4,1.2,4.1,"shooting2",-0.144579641188894
"391","Elfrid Payton","NOP","G",FALSE,FALSE,TRUE,42,29.8,3.5,47.6,0.8,31.7,1.3,74.3,2.2,22.2,63.2,5.7,2,2,6.3,1.2,1,7.6,0.4,1.2,4.1,"others1",-2.4228728502278
"392","Elfrid Payton","NOP","G",FALSE,FALSE,TRUE,42,29.8,3.5,47.6,0.8,31.7,1.3,74.3,2.2,22.2,63.2,5.7,2,2,6.3,1.2,1,7.6,0.4,1.2,4.1,"others2",1.97270943240471
"393","Elie Okobo","PHX","G",FALSE,FALSE,TRUE,53,18.1,1.4,47.5,0.7,29.5,0.7,78.7,7.9,38.5,41.4,3.4,3.4,1,4.4,0.6,0.6,2.4,0.1,0.2,1.6,"shooting1",0.264611233992076
"394","Elie Okobo","PHX","G",FALSE,FALSE,TRUE,53,18.1,1.4,47.5,0.7,29.5,0.7,78.7,7.9,38.5,41.4,3.4,3.4,1,4.4,0.6,0.6,2.4,0.1,0.2,1.6,"shooting2",-1.03042348309847
"395","Elie Okobo","PHX","G",FALSE,FALSE,TRUE,53,18.1,1.4,47.5,0.7,29.5,0.7,78.7,7.9,38.5,41.4,3.4,3.4,1,4.4,0.6,0.6,2.4,0.1,0.2,1.6,"others1",1.65962790819036
"396","Elie Okobo","PHX","G",FALSE,FALSE,TRUE,53,18.1,1.4,47.5,0.7,29.5,0.7,78.7,7.9,38.5,41.4,3.4,3.4,1,4.4,0.6,0.6,2.4,0.1,0.2,1.6,"others2",0.824982152108774
"397","Emmanuel Mudiay","NYK","G",FALSE,FALSE,TRUE,59,27.2,4.2,48.4,1.2,32.7,2.4,77.4,15.1,23.7,44.7,4.6,0.9,1.5,5.9,1,0.7,3.9,0.3,0.6,2.8,"shooting1",-0.167263373909589
"398","Emmanuel Mudiay","NYK","G",FALSE,FALSE,TRUE,59,27.2,4.2,48.4,1.2,32.7,2.4,77.4,15.1,23.7,44.7,4.6,0.9,1.5,5.9,1,0.7,3.9,0.3,0.6,2.8,"shooting2",1.21018995135179
"399","Emmanuel Mudiay","NYK","G",FALSE,FALSE,TRUE,59,27.2,4.2,48.4,1.2,32.7,2.4,77.4,15.1,23.7,44.7,4.6,0.9,1.5,5.9,1,0.7,3.9,0.3,0.6,2.8,"others1",-0.372542148483245
"400","Emmanuel Mudiay","NYK","G",FALSE,FALSE,TRUE,59,27.2,4.2,48.4,1.2,32.7,2.4,77.4,15.1,23.7,44.7,4.6,0.9,1.5,5.9,1,0.7,3.9,0.3,0.6,2.8,"others2",0.94130874991923
"401","Enes Freedom","POR","C",TRUE,FALSE,FALSE,67,24.5,5.4,56.4,0.1,29.4,2.3,78.7,3.1,3.3,76.7,6.8,0.8,0.8,7.7,0.8,0.5,1.7,0.4,3.8,6,"shooting1",-2.95512178365765
"402","Enes Freedom","POR","C",TRUE,FALSE,FALSE,67,24.5,5.4,56.4,0.1,29.4,2.3,78.7,3.1,3.3,76.7,6.8,0.8,0.8,7.7,0.8,0.5,1.7,0.4,3.8,6,"shooting2",1.06663658051857
"403","Enes Freedom","POR","C",TRUE,FALSE,FALSE,67,24.5,5.4,56.4,0.1,29.4,2.3,78.7,3.1,3.3,76.7,6.8,0.8,0.8,7.7,0.8,0.5,1.7,0.4,3.8,6,"others1",-2.23846394719511
"404","Enes Freedom","POR","C",TRUE,FALSE,FALSE,67,24.5,5.4,56.4,0.1,29.4,2.3,78.7,3.1,3.3,76.7,6.8,0.8,0.8,7.7,0.8,0.5,1.7,0.4,3.8,6,"others2",-2.53628157338828
"405","Eric Bledsoe","MIL","G",FALSE,FALSE,TRUE,78,29.1,4.4,58.2,1.6,32.9,2.3,75,3.4,30,52.4,4.6,-1.3,2.5,5.9,1.2,1.5,5.5,0.4,1.1,3.6,"shooting1",-0.681302916261998
"406","Eric Bledsoe","MIL","G",FALSE,FALSE,TRUE,78,29.1,4.4,58.2,1.6,32.9,2.3,75,3.4,30,52.4,4.6,-1.3,2.5,5.9,1.2,1.5,5.5,0.4,1.1,3.6,"shooting2",1.1081424938859
"407","Eric Bledsoe","MIL","G",FALSE,FALSE,TRUE,78,29.1,4.4,58.2,1.6,32.9,2.3,75,3.4,30,52.4,4.6,-1.3,2.5,5.9,1.2,1.5,5.5,0.4,1.1,3.6,"others1",-2.37663647797176
"408","Eric Bledsoe","MIL","G",FALSE,FALSE,TRUE,78,29.1,4.4,58.2,1.6,32.9,2.3,75,3.4,30,52.4,4.6,-1.3,2.5,5.9,1.2,1.5,5.5,0.4,1.1,3.6,"others2",2.17436115986667
"409","Eric Gordon","HOU","G",FALSE,FALSE,TRUE,68,31.7,2.5,49.7,3.2,36.1,1.8,78.3,1.5,58.7,29,4.2,0.7,1.4,4.3,0.7,0.6,1.9,0.4,0.3,1.9,"shooting1",2.27661289296134
"410","Eric Gordon","HOU","G",FALSE,FALSE,TRUE,68,31.7,2.5,49.7,3.2,36.1,1.8,78.3,1.5,58.7,29,4.2,0.7,1.4,4.3,0.7,0.6,1.9,0.4,0.3,1.9,"shooting2",0.589702739711144
"411","Eric Gordon","HOU","G",FALSE,FALSE,TRUE,68,31.7,2.5,49.7,3.2,36.1,1.8,78.3,1.5,58.7,29,4.2,0.7,1.4,4.3,0.7,0.6,1.9,0.4,0.3,1.9,"others1",0.850087269834033
"412","Eric Gordon","HOU","G",FALSE,FALSE,TRUE,68,31.7,2.5,49.7,3.2,36.1,1.8,78.3,1.5,58.7,29,4.2,0.7,1.4,4.3,0.7,0.6,1.9,0.4,0.3,1.9,"others2",0.421838733018504
"413","Ersan Ilyasova","MIL","F",FALSE,TRUE,FALSE,67,18.4,1.6,49.1,0.9,36.3,0.9,82.4,6.2,38.4,41.9,4.2,-0.3,1.2,5.5,0.5,0.5,0.8,0.3,1.4,3.1,"shooting1",0.564625012524082
"414","Ersan Ilyasova","MIL","F",FALSE,TRUE,FALSE,67,18.4,1.6,49.1,0.9,36.3,0.9,82.4,6.2,38.4,41.9,4.2,-0.3,1.2,5.5,0.5,0.5,0.8,0.3,1.4,3.1,"shooting2",-0.618609090722623
"415","Ersan Ilyasova","MIL","F",FALSE,TRUE,FALSE,67,18.4,1.6,49.1,0.9,36.3,0.9,82.4,6.2,38.4,41.9,4.2,-0.3,1.2,5.5,0.5,0.5,0.8,0.3,1.4,3.1,"others1",0.569756063676739
"416","Ersan Ilyasova","MIL","F",FALSE,TRUE,FALSE,67,18.4,1.6,49.1,0.9,36.3,0.9,82.4,6.2,38.4,41.9,4.2,-0.3,1.2,5.5,0.5,0.5,0.8,0.3,1.4,3.1,"others2",-0.948194632131188
"417","Frank Jackson","NOP","G",FALSE,FALSE,TRUE,61,19.2,2.3,50.7,0.9,31.2,0.9,74,6.5,32.1,50.5,3.1,3.9,0.4,3.7,0.8,0.4,1.1,0,0.4,1.8,"shooting1",-0.361342965033558
"418","Frank Jackson","NOP","G",FALSE,FALSE,TRUE,61,19.2,2.3,50.7,0.9,31.2,0.9,74,6.5,32.1,50.5,3.1,3.9,0.4,3.7,0.8,0.4,1.1,0,0.4,1.8,"shooting2",-0.589132186705177
"419","Frank Jackson","NOP","G",FALSE,FALSE,TRUE,61,19.2,2.3,50.7,0.9,31.2,0.9,74,6.5,32.1,50.5,3.1,3.9,0.4,3.7,0.8,0.4,1.1,0,0.4,1.8,"others1",2.21724007861859
"420","Frank Jackson","NOP","G",FALSE,FALSE,TRUE,61,19.2,2.3,50.7,0.9,31.2,0.9,74,6.5,32.1,50.5,3.1,3.9,0.4,3.7,0.8,0.4,1.1,0,0.4,1.8,"others2",0.296914785016435
"421","Frank Mason III","SAC","G",FALSE,FALSE,TRUE,38,11.5,1.5,54.3,0.4,21.9,1,68.4,12.3,21.5,46.2,2,-0.4,0.6,2,0.4,0.4,2.2,0.1,0.2,1,"shooting1",-1.19226531179719
"422","Frank Mason III","SAC","G",FALSE,FALSE,TRUE,38,11.5,1.5,54.3,0.4,21.9,1,68.4,12.3,21.5,46.2,2,-0.4,0.6,2,0.4,0.4,2.2,0.1,0.2,1,"shooting2",-0.95568444680852
"423","Frank Mason III","SAC","G",FALSE,FALSE,TRUE,38,11.5,1.5,54.3,0.4,21.9,1,68.4,12.3,21.5,46.2,2,-0.4,0.6,2,0.4,0.4,2.2,0.1,0.2,1,"others1",2.95452792994191
"424","Frank Mason III","SAC","G",FALSE,FALSE,TRUE,38,11.5,1.5,54.3,0.4,21.9,1,68.4,12.3,21.5,46.2,2,-0.4,0.6,2,0.4,0.4,2.2,0.1,0.2,1,"others2",0.370922883997664
"425","Frank Ntilikina","NYK","G",FALSE,FALSE,TRUE,43,21,1.5,38.8,0.8,28.6,0.5,76.7,16.3,40.2,34.1,3.6,0.6,1.1,4.8,1,0.7,2.8,0.3,0.3,1.7,"shooting1",0.986103380222628
"426","Frank Ntilikina","NYK","G",FALSE,FALSE,TRUE,43,21,1.5,38.8,0.8,28.6,0.5,76.7,16.3,40.2,34.1,3.6,0.6,1.1,4.8,1,0.7,2.8,0.3,0.3,1.7,"shooting2",-1.03669031282675
"427","Frank Ntilikina","NYK","G",FALSE,FALSE,TRUE,43,21,1.5,38.8,0.8,28.6,0.5,76.7,16.3,40.2,34.1,3.6,0.6,1.1,4.8,1,0.7,2.8,0.3,0.3,1.7,"others1",0.703935916985485
"428","Frank Ntilikina","NYK","G",FALSE,FALSE,TRUE,43,21,1.5,38.8,0.8,28.6,0.5,76.7,16.3,40.2,34.1,3.6,0.6,1.1,4.8,1,0.7,2.8,0.3,0.3,1.7,"others2",0.890202197399779
"429","Fred VanVleet","TOR","G",FALSE,FALSE,TRUE,64,27.5,2.1,44,1.8,37.8,1.5,84.3,10.3,47.9,28,5,3.7,2.2,5.6,0.9,0.9,4.8,0.3,0.3,2.3,"shooting1",1.95872740498531
"430","Fred VanVleet","TOR","G",FALSE,FALSE,TRUE,64,27.5,2.1,44,1.8,37.8,1.5,84.3,10.3,47.9,28,5,3.7,2.2,5.6,0.9,0.9,4.8,0.3,0.3,2.3,"shooting2",0.188444758420784
"431","Fred VanVleet","TOR","G",FALSE,FALSE,TRUE,64,27.5,2.1,44,1.8,37.8,1.5,84.3,10.3,47.9,28,5,3.7,2.2,5.6,0.9,0.9,4.8,0.3,0.3,2.3,"others1",-0.648863750765888
"432","Fred VanVleet","TOR","G",FALSE,FALSE,TRUE,64,27.5,2.1,44,1.8,37.8,1.5,84.3,10.3,47.9,28,5,3.7,2.2,5.6,0.9,0.9,4.8,0.3,0.3,2.3,"others2",2.01710858896922
"433","Gary Clark","HOU","F",FALSE,TRUE,FALSE,51,12.6,0.2,69.2,0.8,29.7,0.1,100,0,83.1,12.2,2.8,6.2,0.7,3.5,0.5,0.4,0.4,0.5,0.5,1.8,"shooting1",1.95480666040307
"434","Gary Clark","HOU","F",FALSE,TRUE,FALSE,51,12.6,0.2,69.2,0.8,29.7,0.1,100,0,83.1,12.2,2.8,6.2,0.7,3.5,0.5,0.4,0.4,0.5,0.5,1.8,"shooting2",-1.34254070570332
"435","Gary Clark","HOU","F",FALSE,TRUE,FALSE,51,12.6,0.2,69.2,0.8,29.7,0.1,100,0,83.1,12.2,2.8,6.2,0.7,3.5,0.5,0.4,0.4,0.5,0.5,1.8,"others1",2.19382230282537
"436","Gary Clark","HOU","F",FALSE,TRUE,FALSE,51,12.6,0.2,69.2,0.8,29.7,0.1,100,0,83.1,12.2,2.8,6.2,0.7,3.5,0.5,0.4,0.4,0.5,0.5,1.8,"others2",-0.236015782989631
"437","Gary Harris","DEN","G",FALSE,FALSE,TRUE,57,28.8,3.3,47.6,1.4,33.6,2,79.9,6.2,33.4,44.8,3.3,-2.1,2,4.3,1.3,1,2.2,0.3,0.7,2.1,"shooting1",0.261276048716354
"438","Gary Harris","DEN","G",FALSE,FALSE,TRUE,57,28.8,3.3,47.6,1.4,33.6,2,79.9,6.2,33.4,44.8,3.3,-2.1,2,4.3,1.3,1,2.2,0.3,0.7,2.1,"shooting2",0.53417572509041
"439","Gary Harris","DEN","G",FALSE,FALSE,TRUE,57,28.8,3.3,47.6,1.4,33.6,2,79.9,6.2,33.4,44.8,3.3,-2.1,2,4.3,1.3,1,2.2,0.3,0.7,2.1,"others1",-0.312604154919553
"440","Gary Harris","DEN","G",FALSE,FALSE,TRUE,57,28.8,3.3,47.6,1.4,33.6,2,79.9,6.2,33.4,44.8,3.3,-2.1,2,4.3,1.3,1,2.2,0.3,0.7,2.1,"others2",1.38514918570665
"441","George Hill","MIL","G",FALSE,FALSE,TRUE,60,21.7,2,54.7,0.8,31.4,1.2,82.4,10.9,31.4,42.4,3.9,1.1,1.4,4.9,0.7,0.9,2.3,0.1,0.7,1.8,"shooting1",-0.075901944899233
"442","George Hill","MIL","G",FALSE,FALSE,TRUE,60,21.7,2,54.7,0.8,31.4,1.2,82.4,10.9,31.4,42.4,3.9,1.1,1.4,4.9,0.7,0.9,2.3,0.1,0.7,1.8,"shooting2",-0.160252409829343
"443","George Hill","MIL","G",FALSE,FALSE,TRUE,60,21.7,2,54.7,0.8,31.4,1.2,82.4,10.9,31.4,42.4,3.9,1.1,1.4,4.9,0.7,0.9,2.3,0.1,0.7,1.8,"others1",0.656529575883182
"444","George Hill","MIL","G",FALSE,FALSE,TRUE,60,21.7,2,54.7,0.8,31.4,1.2,82.4,10.9,31.4,42.4,3.9,1.1,1.4,4.9,0.7,0.9,2.3,0.1,0.7,1.8,"others2",0.856162627695042
"445","Giannis Antetokounmpo","MIL","F",FALSE,TRUE,FALSE,72,32.8,9.3,64,0.7,25.6,6.9,72.9,4,7.8,63.1,4.8,-5.6,2.1,9.5,1.6,1.3,5.9,1.5,2.2,10.3,"shooting1",-3.29069782581497
