"","PLAYER","TEAM","POSITION","center","forward","guard","GP","MIN","2FGM","2FG%","3PM","3P%","FTM","FT%","%midrange","%3points","%inthepaint","DFGM","DIFF%","DEFLECTIONS","CONTESTED SHOTS","LOOSE BALLS RECOVERED","STL","AST","BLK","OREB","DREB","shooting1","shooting2","others1","others2","extreme","label"
"394","Tyler Zeller","MEM","C",TRUE,FALSE,FALSE,6,15.5,2.7,57.1,0,0,2.3,77.8,4.3,0,65.2,3.8,-10.3,0.2,5.7,0.3,0.2,0.7,0.5,1.8,2.2,-3.646405178228,-0.216115609868513,1.18232276683123,-2.92465862904518,FALSE,""
"395","Tyreke Evans","IND","G",FALSE,FALSE,TRUE,69,20.3,2.6,40.5,1.1,35.6,1.7,71.9,8.8,32.7,42.2,2.9,-3.3,1.4,4.3,1,0.8,2.4,0.3,0.5,2.4,0.514164437178143,-0.176926046065121,0.475330244088911,0.703652108982334,FALSE,""
"396","Tyrone Wallace","LAC","G",FALSE,FALSE,TRUE,62,10.1,1.4,44.4,0.1,21.1,0.5,52.6,9.2,5.5,71.6,1.8,0.5,0.5,2.2,0.3,0.3,0.7,0.1,0.3,1.3,-2.49469202238432,-1.87404824119512,3.31999819094144,-0.225594596222197,FALSE,""
"397","Tyson Chandler","LAL","C",TRUE,FALSE,FALSE,55,15.9,1.1,62.2,0,0,0.9,58.6,0,0,70.5,4.9,-2.1,0.5,6,0.4,0.4,0.7,0.4,1.7,3.9,-4.22144605854348,-1.88751636118439,0.414723281420298,-2.03816220074816,FALSE,""
"398","Tyus Jones","MIN","G",FALSE,FALSE,TRUE,68,22.9,2.1,45.3,0.6,31.7,0.9,84.1,14.1,25.6,47.9,3.7,3.9,1.9,4,0.8,1.2,4.8,0.1,0.3,1.6,-0.0208706101156858,-0.313695885104535,0.20287114210981,2.58202182463576,FALSE,""
"399","Victor Oladipo","IND","G",FALSE,FALSE,TRUE,36,31.9,4.9,47,2.1,34.3,2.9,73,21,32.9,30.8,5.8,2.3,2.8,8.1,1.8,1.7,5.2,0.3,0.6,5,0.967851205775946,1.9972093406282,-3.76354042013841,3.05436644592571,FALSE,""
"400","Vince Carter","ATL","F-G",FALSE,TRUE,TRUE,76,17.5,1,48,1.6,38.9,0.6,71.2,5.3,65.7,20.6,2.8,-0.4,1.1,3.9,0.4,0.6,1.1,0.4,0.4,2.1,2.25916562256628,-1.22281294707231,1.69498897050318,-0.17294487586424,FALSE,""
"401","Walt Lemon Jr.","CHI","G",FALSE,FALSE,TRUE,6,27.9,6,45,0.3,40,1.3,72.7,14,7,69.8,5.7,9,3.3,5.3,1.3,1.8,5,0.2,0.7,3.8,-1.63703431789499,0.976296447760337,-2.70335797602492,3.91802522071077,FALSE,""
"402","Wayne Ellington","DET","G",FALSE,FALSE,TRUE,53,24.5,0.9,54.1,2.6,37.1,0.7,79.6,2.2,76,14.7,3.7,-0.1,1.3,4.8,0.8,1,1.4,0.1,0.3,1.8,2.99603825166274,-0.676715654841433,0.833332665854317,0.89632999431463,FALSE,""
"403","Wayne Selden","CHI","G-F",FALSE,TRUE,TRUE,75,19.2,1.9,46.1,0.7,31.4,0.9,72.8,14.8,32.1,40.1,2.9,0,0.7,4.2,0.5,0.4,1.5,0.2,0.5,1.9,0.206549317608319,-0.668716553649487,1.99300548288718,-0.25527712005899,FALSE,""
"404","Wendell Carter Jr.","CHI","C",TRUE,FALSE,FALSE,44,25.2,4,51.1,0.1,18.8,2,79.5,14.1,4,62.4,6.6,-2.7,1.2,10.6,0.9,0.6,1.8,1.3,2,5,-2.35267016460817,0.575431401104417,-2.83297823985625,-2.55198007650727,FALSE,""
"405","Wes Iwundu","ORL","F",FALSE,TRUE,FALSE,68,18.1,1.2,43.1,0.4,36.7,1.2,81.6,11.2,25.7,38.3,2.7,-4.7,0.9,4.2,0.5,0.4,1.1,0.3,0.5,2.2,0.450848332483041,-0.682893130240459,1.75469786244864,-0.687634890618314,FALSE,""
"406","Wesley Johnson","WAS","F-G",FALSE,TRUE,TRUE,38,14.1,0.5,38.5,0.7,32.9,0.3,68.4,12.5,58.6,18.8,2.3,1.4,0.9,3.5,0.4,0.4,0.6,0.3,0.3,1.6,1.96124999878993,-1.94498118646871,2.46775874080926,-0.190662418595923,FALSE,""
"407","Wesley Matthews","IND","G-F",FALSE,TRUE,TRUE,69,30.3,1.9,43.6,2.2,37.2,1.9,81,8.3,53.6,22.4,4.6,0.8,1.5,5.8,1.1,0.8,2.3,0.2,0.5,2,2.37176694660532,0.248500148594413,-0.0470062239091924,0.955263821490618,FALSE,""
"408","Will Barton","DEN","G",FALSE,FALSE,TRUE,43,27.7,2.7,44.7,1.6,34.5,1.3,77,8.1,40.7,39.7,4.4,6.1,1.2,5.5,0.5,0.4,2.9,0.5,0.7,3.9,0.923935650018916,-0.0133674251537144,0.428658522746435,-0.0203205509515965,FALSE,""
"409","Willie Cauley-Stein","SAC","C",TRUE,FALSE,FALSE,81,27.3,5.1,55.6,0,50,1.7,55.1,6.4,0.3,78.8,6.8,-0.1,2.2,8.5,0.9,1.2,2.4,0.6,2.2,6.1,-2.6359108451138,0.453909506934977,-3.31687803680902,-0.502541318207484,FALSE,""
"410","Willy Hernangomez","CHA","C",TRUE,FALSE,FALSE,58,14,2.4,53.7,0.3,38.5,1.7,69.4,2.4,10.7,63.2,4.2,5.3,0.5,5.5,0.5,0.3,1,0.3,2,3.3,-1.62668431940366,-0.333519989012237,0.881532295267124,-1.34910444124879,FALSE,""
"411","Wilson Chandler","LAC","F",FALSE,TRUE,FALSE,51,23.1,1.1,47.8,1.2,37.7,0.4,72,7.2,58,28.9,3.5,-2.4,0.8,5.8,0.7,0.5,1.6,0.4,0.9,3.3,1.61660922795638,-1.31158856014755,0.620294722985938,-0.817334172869032,FALSE,""
"412","Yogi Ferrell","SAC","G",FALSE,FALSE,TRUE,71,15,1.4,49,0.8,36.2,0.8,89.6,15.7,38.6,31.4,2.5,2.3,0.8,2.2,0.4,0.5,1.9,0.1,0.2,1.4,1.16406889224367,-0.301392554505956,2.64337237021545,0.600029391079664,FALSE,""
"413","Yuta Watanabe","MEM","G",FALSE,FALSE,TRUE,15,11.6,0.9,37.1,0.1,12.5,0.5,70,10.3,15.4,56.4,2.1,-2.4,0.6,3.1,0.3,0.3,0.5,0.1,0.3,1.8,-1.42023860198849,-1.90237289989597,2.92488123241118,-0.597430623125215,FALSE,""
"414","Zach Collins","POR","F-C",TRUE,TRUE,FALSE,77,17.6,1.9,53.8,0.5,33.1,1.2,74.6,3.9,23.4,54.3,4.3,-0.1,0.6,8.1,0.6,0.3,0.9,0.9,1.4,2.8,-0.945827045892062,-0.647131264575504,0.109309345292636,-2.13210437431738,FALSE,""
"415","Zach LaVine","CHI","G",FALSE,FALSE,TRUE,63,34.5,6.4,50.1,1.9,37.2,5,83.2,9.8,24.1,45.2,5,1.4,1.6,6.5,1,1,4.5,0.4,0.6,4,-0.0413948725577589,3.44207709797249,-1.24905871638447,1.15553445152893,FALSE,""
"416","Zaza Pachulia","DET","C",TRUE,FALSE,FALSE,68,12.9,1.3,45,0,0,1.4,78.2,12.7,0,50.9,3.5,1.5,1,4.5,0.4,0.5,1.3,0.3,1.5,2.4,-2.3987514495492,-1.02914169460339,1.16218058951485,-0.709975055421642,FALSE,""
"417","Zhaire Smith","PHI","G",FALSE,FALSE,TRUE,6,18.4,1.3,44.4,1,37.5,1,75,5,45,35,3.2,-3.3,0.7,4.5,0.3,0.3,1.7,0.3,0.5,1.7,1.09453513638032,-0.995656695355298,2.00495621479378,-0.821484268545898,FALSE,""
